Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Postal_co-ordinates,Residential_co-ordinates
hans.baumbach@hotmail.com,Addison,Williams,2878 Kemmer Circuit,AUBURN VALE,NSW,2360,36 Hamish View Rd,ALONNAH,TAS,7150,"(-30.3118393, 139.3353485)","(-33.465, 151.4344444)"
palma@gmail.com,Ryan,Koelpin,9534 Jett Station St,ANDREWS,SA,5454,98 Ella Manor,ADA,VIC,3833,"(-34.4091114, 150.5217411)","(-36.863510000000005, 144.38470220073737)"
julio@hotmail.com,Benjamin,Dooley,42 Tyler Road,AUBIN GROVE,WA,6164,85 Kohler Street,AITKENVALE,QLD,4814,"(-34.9881162, 138.5610603)","(-33.2807362, 115.7204483)"
ira.paucek@gmail.com,Sophie,Kovacek,6418 Emma Lane,ASHWOOD,VIC,3147,9127 Borer Parkway,AUGUSTA,WA,6290,"(-28.1973325, 151.95034279175152)","(-28.615750499999997, 151.93600915657788)"
tanika@yahoo.com,Charles,Hickle,50 Gutmann Road,MITCHELLHAVEN,VIC,2400,787 Hessel Summit,ELIZABETHFORT,TAS,6365,"(-30.9283982, 150.8437118)","(-38.0844754, 144.4258508)"
elisha@hotmail.com,Taylor,Erdman,6309 Charli Manor,ASHBY HEIGHTS,NSW,2463,1426 Alana Knoll,ANGLEDALE,NSW,2550,"(-30.4534886, 137.16501576788045)","(-27.624730999999997, 152.5526729601424)"
giovanni@yahoo.com,Claire,Patel,904 Addison Hill,ARKAROOLA VILLAGE,SA,5732,71 Lockman Mews,ARMSTRONG BEACH,QLD,4737,"(-13.3673745, 142.58087573798585)","(-33.6227289, 151.0605602)"
bryon@yahoo.com,Abby,Khan,80 Abbey Pass,ALTONA,VIC,3018,48 Amber Station St,ANTILL PONDS,TAS,7120,"(-33.8894781, 151.1274125)","(-28.3734397, 152.3197734)"
brandon@gmail.com,Jasper,Green,7135 Smith Run,ALBION,QLD,4010,57 Doyle Plaza,ANNIEBROOK,WA,6280,"(-22.9710251, 145.2438709)","(-23.6983884, 133.8812885)"
woodrow.fadel@hotmail.com,Kayla,Goodwin,18 Walsh Place,NORTH HARRY,ACT,4807,6824 Martin Avenue,NGUYENTOWN,NT,2979,"(-35.169587, 149.1280212)","(-31.4470716, 148.4792822)"
dorthey@yahoo.com,Mitchell,James,5660 Piper Drive,NEW XAVIER,NSW,6312,429 Hoppe Island,WEST ZARAPORT,NSW,7046,"(-36.9668675, 145.81378864561063)","(-36.2944155, 146.94292341122937)"
jacque_haag@gmail.com,Hamish,Mccullough,588 Greenfelder Drive,ALLAMBIE HEIGHTS,NSW,2100,713 Phillips Hill,ARAWATA,VIC,3951,"(-32.315304, 117.2578949653911)","(-33.3910256, 149.5556273)"
leandro.stroman@yahoo.com,Anthony,Schneider,200 White Pass,ALICE,NSW,2469,907 Fisher Trail,ANGOURIE,NSW,2464,"(-21.162400499999997, 149.09573347493057)","(-17.097728, 145.32725128704044)"
mickey.mclaughlin@hotmail.com,Madeline,Quinn,7869 Rowe Plaza,AYLMERTON,NSW,2575,218 Alexander Circuit,ARGOON,QLD,4702,"(-30.9283982, 150.8437118)","(-34.3891665, 139.3881387)"
cathy_hahn@yahoo.com,Holly,Kovacek,8136 Callum Avenue,AVONSIDE,NSW,2628,890 Tyler Manor,ANDREWS FARM,SA,5114,"(-37.8452062, 144.957105)","(-29.0523141, 152.5917463)"
helaine@yahoo.com,Abigail,Baumbach,1252 Jasper Street,AVONMORE,VIC,3559,75 Samantha Knoll,ASHBY,WA,6065,"(-32.7150027, 151.4177731)","(-31.4470716, 148.4792822)"
isadora.powlowski@yahoo.com,Lucas,Hessel,71 Ryan Circuit,ABERFOYLE PARK,SA,5159,657 Erdman Island,ALBERTA,QLD,4702,"(-20.5559791, 148.4441771)","(-33.9116667, 149.3525)"
emory_koepp@hotmail.com,Jack,Hettinger,799 Durgan Loop,AVALON,VIC,3212,6754 Feeney Grove,ALTONA NORTH,VIC,3025,"(-42.0083152, 146.9556532)","(-17.82558975, 143.4711462341683)"
gloria@hotmail.com,John,Koss,92 Moore Trail,AIRE VALLEY,VIC,3237,4468 Smitham Parade,ANGLEDALE,NSW,2550,"(-27.4303648, 153.0420618)","(-43.3609701, 147.3284644)"
cristopher@yahoo.com,Alana,Schmitt,492 Smith Grove,ALSTONVALE,NSW,2477,9424 Cody Square,ANGASTON,SA,5353,"(-35.875072, 143.87390950506887)","(-37.7460824, 144.7685623)"
rolland.crona@hotmail.com,Amelia,Welch,87 Farrell Way,AJANA,WA,6532,65 Fahey Trail,ARGENTS HILL,NSW,2449,"(-37.77722335, 144.82438949533855)","(-37.7783921, 145.0312833)"
teresia@yahoo.com,Amelie,Grant,3146 Howell Mall,ABBOTSBURY,NSW,2176,65 Matthew Estate Dr,ANEMBO,NSW,2621,"(-37.558214, 143.7998153)","(-31.8271578, 115.865815)"
janetta.keebler@gmail.com,Benjamin,Heller,528 Quigley Track,ANSTEAD,QLD,4070,4392 Mccullough Ridge,AMBERLEY,QLD,4306,"(-28.7955556, 153.4413889)","(-24.8835577, 152.3086117)"
judson@yahoo.com,Joshua,Howe,122 Joshua Manor,SOUTH ABBEYBURGH,SA,2395,1724 Smyth Road,EAST SIENNA,NSW,7581,"(-23.975732999999998, 148.32711448169016)","(-42.7736101, 147.2486399)"
george@gmail.com,Emily,Green,109 Walsh Manor,ALTONA NORTH,VIC,3025,951 Muller Place,ALBION PARK,NSW,2527,"(-34.3064627, 150.9292162)","(-37.085589999999996, 143.6693260420048)"
denny_gibson@hotmail.com,Riley,Johns,3976 Koelpin Trail,ASHWELL,QLD,4340,1032 Boyer Summit,AMELUP,WA,6338,"(-33.612293050000005, 138.63771004791033)","(-37.2140615, 142.8822221460385)"
shanel.mcglynn@hotmail.com,Aaron,Grant,756 Oliver Terrace,AVOCA BEACH,NSW,2251,6801 Daniel Crescent,ARKAROOLA VILLAGE,SA,5732,"(-33.9001107, 151.1180724)","(-34.6749515, 138.6595143)"
collene.boyle@gmail.com,Elizabeth,Swift,4376 Liam Crest,ALVIE,VIC,3249,9555 Hayley Loop,ANANGU PITJANTJATJARA YANKUNYTJATJARA,SA,872,"(-34.1568103, 137.743458)","(-26.532866499999997, 148.1731617453616)"
rodney@yahoo.com,Claire,Garden,89 Ebert Mews,AXE CREEK,VIC,3551,26 George Parade,ALPINE,NSW,2575,"(-32.1549359, 115.85795)","(-36.967044, 144.71503036879437)"
angelia@yahoo.com,Tyler,Little,5667 Rohan Parade,WILLIAMSSTAD,ACT,4694,4759 Rolfson Square,ANNASTAD,QLD,9732,"(-30.965, 150.8511111)","(-33.881224, 151.1709976)"
palmer_ankunding@gmail.com,Daniel,Gleason,84 Jasmine Circle,AUSTRALIND,WA,6233,445 Emily View Rd,ASCOT PARK,SA,5043,"(-27.44306, 152.9827648731527)","(-34.9281805, 138.5999312)"
fairy.morar@gmail.com,Andrew,Langworth,425 Harry Summit,APPLETHORPE,QLD,4378,42 Rodriguez Circle,ALLAN,QLD,4370,"(-23.0896126, 150.7019728)","(-36.5931025, 145.38127437318553)"
elton@gmail.com,Marcus,Grady,12 Wilderman Circuit,AVALON,VIC,3212,820 Michael Loop,ATTUNGA,NSW,2345,"(-41.2476, 146.32856)","(-27.9909266, 153.3770522)"
shonta_wehner@yahoo.com,David,Heaney,8830 Jordan Run,ASHWELL,QLD,4340,2334 Kiara Plaza,ANDAMOOKA,SA,5722,"(-32.5983374, 148.9677728)","(-29.0523141, 152.5917463)"
geoffrey.boyer@gmail.com,Kayla,Leannon,26 Hamilton Way,ARCADIA,NSW,2159,3589 Ashley Crescent,ARCHER RIVER,QLD,4892,"(-12.3922305, 130.8915248)","(-35.7860171, 137.7698917)"
javier_cremin@yahoo.com,Isla,Mclaughlin,68 Lang Island,ACACIA CREEK,NSW,2476,13 Layla Summit,ASHFIELD,NSW,2131,"(-25.8130915, 151.6578500985112)","(-33.8505529, 151.129759)"
carol@gmail.com,Isaac,Lowe,47 Mayer Meadow,ALICE SPRINGS,NT,870,619 Tahlia Station St,ARAMAC,QLD,4726,"(-43.2276941, 147.1000385)","(-37.8378229, 144.8342853)"
lashandra@yahoo.com,George,Klein,4029 Harris Lane,ARMATREE,NSW,2828,339 Abbey Hill,AMAROO,ACT,2914,"(-35.518972700000006, 139.3786323084904)","(-25.2253249, 152.2333455)"
rachal_legros@yahoo.com,Emily,Lockman,55 Angelina Avenue,EAST ZOE,SA,1928,324 Barrows Trail,PATERSONSTAD,VIC,2999,"(-33.8168462, 137.821986)","(-32.19139, 116.1792)"
angla.schaden@yahoo.com,Lilly,Goodwin,5475 Watson Place,ALLANS FLAT,VIC,3691,1622 Tremblay Crest,ANCONA,VIC,3715,"(-29.3170008, 149.8065619)","(-30.9283982, 150.8437118)"
jan_kaulke@hotmail.com,Isla,Connelly,490 Lachlan Meadow,ABERCROMBIE,NSW,2795,3101 Joshua Island,ALDERSYDE,WA,6306,"(-33.8894781, 151.1274125)","(-32.1549359, 115.85795)"
autumn.keeling@yahoo.com,Eve,Mcdermott,9974 Ryan Mall,ARRIGA,QLD,4880,636 Leo Crescent,ALEXANDRA,QLD,4740,"(-23.253404500000002, 147.5442109556709)","(-33.9839091, 151.0241615)"
micah_howell@hotmail.com,James,Monahan,15 Phoenix Place,ANNADALE,SA,5356,5474 Michael Road,ATTUNGA,NSW,2345,"(-25.4623125, 152.66822764580698)","(-31.1302928, 137.1034847277803)"
rashad.von@hotmail.com,Harrison,Phillips,4160 Olson Summit,ALICE,NSW,2469,346 Max Crescent,ALBERT PARK,VIC,3206,"(-38.0844754, 144.4258508)","(-37.7758681, 144.8014637)"
luis@hotmail.com,Edward,Rowe,2891 Greenfelder Parade,ARMATREE,NSW,2828,46 Hermann Circle,ALLANDALE,NSW,2320,"(-34.7363837, 140.509663)","(-34.167174, 115.20527026465064)"
polly_stark@hotmail.com,Amy,Wolf,4474 Davies Circle,ABERCROMBIE RIVER,NSW,2795,56 Lee Parade,ANDROMACHE,QLD,4800,"(-29.5406015, 115.35150658582536)","(-32.6733333, 151.4927778)"
sharyl@gmail.com,Max,Jacobson,3975 Joel Square,ABINGDON DOWNS,QLD,4892,2948 Max Place,ARTHURS LAKE,TAS,7030,"(-26.1075825, 151.64642182971647)","(-27.9830985, 152.53910877179732)"
jay@gmail.com,Charlie,Hansen,53 Zoe Pass,ADVENTURE BAY,TAS,7150,6432 Archie Place,ALBION,QLD,4010,"(-37.3982805, 143.81169617608398)","(-25.2021516, 152.3270752)"
meagan.shields@yahoo.com,Charles,Ferry,406 Jasmine Island,ALBANVALE,VIC,3021,3990 Mckenzie Grove,APPIN,VIC,3579,"(-30.060426, 153.2016851)","(-28.615750499999997, 151.93600915657788)"
lonny@yahoo.com,Andrew,Leffler,5944 Campbell View Rd,ALPHINGTON,VIC,3078,1940 Ward Place,ALBION,VIC,3020,"(-37.5836798, 145.207132)","(-36.5349865, 144.54149899295862)"
frances@gmail.com,Luke,Smitham,3114 Fisher Circuit,ALEXANDER HEIGHTS,WA,6064,54 Rice Meadow,ALFREDTON,VIC,3350,"(-29.1100681, 147.9176423)","(-33.8505529, 151.129759)"
delmar.oconner@yahoo.com,Stella,Collier,2466 Goodwin Crescent,AVOCA,QLD,4670,43 Toby Trail,ALSTONVALE,NSW,2477,"(-41.2476, 146.32856)","(-33.881224, 151.1709976)"
yetta.upton@yahoo.com,Isabel,Doyle,6681 Mueller Crest,AUSTINS FERRY,TAS,7011,606 Hannah Run,ARCTURUS,QLD,4722,"(-32.1484601, 115.8659034)","(-28.1331291, 153.3158014)"
calandra.sporer@gmail.com,Connor,Wilderman,482 Brown Court,ADELAIDE LEAD,VIC,3465,59 Cormier Terrace,AUSTINMER,NSW,2515,"(-33.265, 151.3983333)","(-23.6983884, 133.8812885)"
peggie.mertz@yahoo.com,Chelsea,Mann,3733 Gemma Lane,ARMSTRONG,VIC,3377,29 Isabelle Crescent,ANDREWS,SA,5454,"(-27.9909266, 153.3770522)","(-36.6721335, 143.8583019665265)"
evelynn@yahoo.com,Madison,Crooks,2671 Champlin Manor,ANDREWS FARM,SA,5114,16 Carter Crest,ASHBURY,NSW,2193,"(-36.378979, 145.29540546184248)","(-24.240327, 150.4940057)"
mariela@gmail.com,Benjamin,Nader,549 O'keefe Square,AMBY,QLD,4462,4118 Conroy Meadow,AGERY,SA,5558,"(-35.3074897, 148.0631466)","(-38.548863, 145.56498054788307)"
gail_hoeger@gmail.com,Oscar,Bayer,6898 Schmidt Run,ARGYLE,VIC,3523,530 Gibson Mall,AUBIN GROVE,WA,6164,"(-33.5919444, 143.3341667)","(-41.0494219, 144.667346)"
todd@hotmail.com,Imogen,Langworth,2171 Crooks Pass,ANNANDALE,NSW,2038,5980 Isabel Square,APPLEBY,NSW,2340,"(-27.6597333, 152.8802803)","(-26.7814131, 153.1176555)"
kelsie_hilpert@yahoo.com,Claudia,Bauch,129 Henry Station St,ADELAIDE,SA,5000,40 Ashton Terrace,ASHGROVE,QLD,4060,"(-20.5559791, 148.4441771)","(-35.169587, 149.1280212)"
jee@hotmail.com,William,Davis,1340 Sam Crescent,ARCADIA SOUTH,VIC,3631,88 Botsford Grove,ADELAIDE PARK,QLD,4703,"(-37.8378229, 144.8342853)","(-32.8072172, 151.4274977)"
margorie.cummerata@yahoo.com,Jade,Jackson,6648 Piper Loop,ASHMORE,QLD,4214,66 Aaron Knoll,ABERDEEN,TAS,7310,"(-19.350223, 146.61922326862077)","(-27.569485999999998, 153.00872543991687)"
margarito_lemke@yahoo.com,Riley,Mills,880 Patrick Run,ALICE,NSW,2469,79 Benjamin Circle,APSLEY,NSW,2820,"(-26.7814131, 153.1176555)","(-41.21302, 146.17677)"
melia_hayes@yahoo.com,Lillian,Paterson,1864 Smyth Court,AMERICAN RIVER,SA,5221,62 Anderson Parkway,ANULA,NT,812,"(-43.2276941, 147.1000385)","(-42.0083152, 146.9556532)"
ellsworth_carter@hotmail.com,Joel,Spencer,60 Fadel Ridge,ABBOTSFORD,NSW,2046,4857 Mann Place,ARANBANGA,QLD,4625,"(-33.6813, 115.491)","(-25.8130915, 151.6578500985112)"
christoper@hotmail.com,Ali,Armstrong,667 Amelia Road,ALTONA NORTH,VIC,3025,2350 Mann Hill,ABELS BAY,TAS,7112,"(-13.9795273, 136.4613667)","(-33.894231149999996, 136.55522775171414)"
nida@hotmail.com,Jordan,O'reilly,41 Bauch Plaza,APPLE TREE CREEK,QLD,4660,18 Sanford Crest,ASHVILLE,SA,5259,"(-33.9727133, 151.1145545)","(-35.1611333, 147.5124215)"
eli_fritsch@hotmail.com,Kai,Heller,556 Michael Mall,ASHENDON,WA,6111,38 Zac Crest,ALFORD,SA,5555,"(-31.4470716, 148.4792822)","(-35.5983333, 146.7844444)"
tory@gmail.com,Connor,Murray,68 Luke Parkway,ATTUNGA,NSW,2345,8580 Mackenzie Street,ASHLEY,NSW,2400,"(-37.3696065, 146.81919633333334)","(-25.8130915, 151.6578500985112)"
mauro_willms@yahoo.com,Angus,Quigley,90 Mayer Mews,AUBIN GROVE,WA,6164,90 Ivy Circle,ASHFIELD,NSW,2131,"(-32.19139, 116.1792)","(-13.2387657, 131.1070072)"
gala.cummerata@gmail.com,Stella,Reid,8070 Eliza Meadow,ALFORDS POINT,NSW,2234,8467 Kuhn Terrace,ARGYLL,QLD,4721,"(-30.5678695, 151.5287754)","(-37.7783921, 145.0312833)"
carlton@yahoo.com,Jake,Kessler,4755 White Meadow,ARCOONA,SA,5720,21 Koelpin Parkway,ALDERSHOT,QLD,4650,"(-27.5123015, 152.28868017258898)","(-35.169587, 149.1280212)"
patrica_miller@hotmail.com,Max,Lowe,1674 Heller Track,ARDEER,VIC,3022,3962 Roberts Street,AVALON,VIC,3212,"(-33.9094322, 138.92994407539157)","(-20.272494000000002, 148.71814657732955)"
kay_mosciski@yahoo.com,Noah,Bartoletti,34 Greenfelder Trail,ALEXANDRA BRIDGE,WA,6288,626 James Avenue,ALAWOONA,SA,5311,"(-25.8130915, 151.6578500985112)","(-33.915, 150.9011111)"
latashia.farrell@yahoo.com,Hugo,Rice,196 O'conner Mall,ANAMBAH,NSW,2320,7745 Anna Track,ARROWSMITH EAST,WA,6519,"(-32.1668599, 150.8919596)","(-32.315304, 117.2578949653911)"
barbie_lindgren@hotmail.com,Ryan,Morrison,4003 Archie Ridge,ARATULA,QLD,4309,572 Ryan Crest,ABBEYWOOD,QLD,4613,"(-34.8762326, 138.5214767)","(-34.3014671, 138.9157278)"
chas_dare@yahoo.com,Poppy,Adams,331 Madison Square,ABINGTON,QLD,4660,333 Bogan Crescent,ASCOT,VIC,3364,"(-35.929989500000005, 143.86459057825428)","(-34.5708425, 150.7752326)"
miles@hotmail.com,Lauren,Fahey,895 Anthony Crest,APPLETHORPE,QLD,4378,433 Lee Run,ARRAWARRA HEADLAND,NSW,2456,"(-19.4144695, 146.92892116109573)","(-36.834941, 143.51168491167843)"
yvone.barrows@hotmail.com,Hunter,Mitchell,889 Chase Circuit,AVONMORE,VIC,3559,745 Rice Road,ARTHURS CREEK,VIC,3099,"(-19.1432945, 146.85957385277385)","(-42.7736101, 147.2486399)"
clemencia@yahoo.com,Joseph,Hall,964 Harber Island,ABBOTSFORD,NSW,2046,107 Justin Mall,ANGLEDOOL,NSW,2834,"(-42.8638035, 147.4771671)","(-41.2700005, 146.3300018)"
inocencia.bosco@yahoo.com,Eve,Morgan,80 Sophie Trail,ANNANDALE,NSW,2038,311 Lockman Drive,ABERDEEN,TAS,7310,"(-34.2237086, 118.2203895)","(-34.3483333, 146.9011111)"
oscar_schuster@gmail.com,Jade,Mclaughlin,39 Scarlett Loop,ALICE SPRINGS,NT,870,46 Angelina Estate Dr,ALISON,NSW,2259,"(-38.4247705, 145.53145261079874)","(-28.1331291, 153.3158014)"
rex.volkman@yahoo.com,Ali,Mitchell,525 Aiden Road,ARNOLD,VIC,3551,241 Aiden Estate Dr,ASHMORE,QLD,4214,"(-36.534716, 142.94016749686682)","(-28.1973325, 151.95034279175152)"
stanton.ratke@yahoo.com,Isaac,Heaney,354 Hermann Court,ARGOON,QLD,4702,686 Beatty Estate Dr,ARDMONA,VIC,3629,"(-34.3064627, 150.9292162)","(-37.7596196, 144.8974571)"
odelia.walter@hotmail.com,Gemma,Larson,13 Lillian Avenue,ARCHIES CREEK,VIC,3995,655 Eli Mall,ADELONG,NSW,2729,"(-34.7563343, 139.2941415)","(-37.3696065, 146.81919633333334)"
evan_davis@gmail.com,Georgia,West,36 Eva Lane,ARTHUR RIVER,TAS,7330,717 Claudia Loop,ARUMPO,NSW,2715,"(-36.6316667, 149.8844444)","(-34.8560674, 138.5428326)"
grover@gmail.com,Alexander,Boyer,94 Glover Street,AROONA,QLD,4551,1288 Rowe Pass,AUGUSTINE HEIGHTS,QLD,4300,"(-19.4144695, 146.92892116109573)","(-34.27690615, 138.33903101339558)"
linda.ohara@gmail.com,Kiara,O'reilly,477 Quinn Island,AMAROO,ACT,2914,27 Little Crest,ANDROMACHE,QLD,4800,"(-32.60687025, 138.34971010479865)","(-12.3799071, 130.8746623)"
val_kutch@yahoo.com,Georgia,Parker,63 Kutch Meadow,ABERMAIN,NSW,2326,6307 Clarke Boulevard,ALTONA NORTH,VIC,3025,"(-25.9873525, 150.48920051309403)","(-32.3559077, 147.5061543)"
adan.walter@hotmail.com,Jordan,Carter,2084 Hermiston Ridge,ARCHERFIELD,QLD,4108,3585 Lynch Circle,ALICE RIVER,QLD,4817,"(-17.82558975, 143.4711462341683)","(-27.3991661, 153.4497223)"
dominque@hotmail.com,Xavier,Bauch,1954 Mayer Lane,ABBOTSHAM,TAS,7315,964 Hoppe Lane,AROONA,QLD,4551,"(-23.6487639, 146.6375809)","(-30.3236111, 151.2363889)"
rosendo_langworth@hotmail.com,Eva,Edwards,313 Aaron Hill,ARTHURS LAKE,TAS,7030,9145 Olson Summit,ABELS BAY,TAS,7112,"(-36.0013327, 148.6624296)","(-34.0685026, 147.1380858)"
harvey_prosacco@hotmail.com,Leah,Collins,5924 Tyler Lane,ARANBANGA,QLD,4625,1397 Christopher Station St,ABBA RIVER,WA,6280,"(-36.3581336, 150.0771705)","(-32.6733333, 151.4927778)"
darell@hotmail.com,Lincoln,Koch,7840 Beier Court,ARNO BAY,SA,5603,41 Paige Way,ANGURUGU,NT,822,"(-41.780565, 147.723155)","(-32.025346, 115.8023457)"
cortez.gutkowski@yahoo.com,Victoria,Morgan,7204 Christian Meadow,ALFREDTOWN,NSW,2650,172 Wilderman Ridge,ALLAWAH,NSW,2218,"(-32.739771, 149.4823469)","(-33.7316723, 149.3844415)"
ron@hotmail.com,Eli,Donnelly,3334 Lynch Ridge,ARANBANGA,QLD,4625,9961 Kayla Run,ARBUCKLE,VIC,3858,"(-42.7736101, 147.2486399)","(-33.6365039, 151.3290299)"
christin_schultz@gmail.com,Lucy,Jacobson,651 Andrew Hill,ADELAIDE RIVER,NT,846,873 Champlin Road,ASHENDON,WA,6111,"(-34.4185998, 150.4953005)","(-28.020298, 151.9865208526317)"
chadwick@hotmail.com,Savannah,Koelpin,27 Justin Run,ALPHINGTON,VIC,3078,402 Alexander Parkway,ARDING,NSW,2358,"(-23.2972417, 150.3766711)","(-32.1549359, 115.85795)"
sandy@hotmail.com,Holly,Stark,2927 Eli Drive,AMAROO,ACT,2914,25 Mitchell Ridge,ADARE,QLD,4343,"(-37.411647, 144.46035695739747)","(-37.9208356, 145.4688212)"
jonathon@yahoo.com,Rose,Kulas,929 Violet Way,APAMURRA,SA,5237,4353 Barton Street,APPIN SOUTH,VIC,3579,"(-28.671062, 115.1343927179141)","(-35.1611333, 147.5124215)"
corinna@yahoo.com,Caleb,Waters,22 Martin Lane,ASHCROFT,NSW,2168,681 Charlie Circle,ARANBANGA,QLD,4625,"(-34.5953566, 138.9128691)","(-31.0816667, 152.7677778)"
frank@gmail.com,Lara,Griffiths,264 Layla Station St,ALDERSYDE,WA,6306,87 Audrey Square,ABERDEEN,NSW,2336,"(-30.3118393, 139.3353485)","(-43.01196, 147.20886)"
kum_mccullough@hotmail.com,Olivia,Hills,50 Matthew Track,ALBION PARK,NSW,2527,85 Wilkinson Terrace,APPIN SOUTH,VIC,3579,"(-36.979477, 141.0879918928831)","(-30.4534886, 137.16501576788045)"
lauryn@gmail.com,Jake,Griffiths,773 Ebert Loop,DECLANPORT,NSW,1233,368 Sam View Rd,LAKE ABBEYMOUTH,SA,9165,"(-33.9094322, 138.92994407539157)","(-34.8590292, 138.5161266)"
ronnie_schaefer@hotmail.com,Benjamin,Kuhn,4152 Isaac Island,AUSTINS FERRY,TAS,7011,530 Gleason Boulevard,ARCADIA,QLD,4819,"(-41.780565, 147.723155)","(-33.3910256, 149.5556273)"
venice@hotmail.com,Amelie,Becker,4546 Bailey Avenue,ACACIA HILLS,TAS,7306,4050 Bella Drive,ACTON PARK,TAS,7170,"(-30.8133333, 152.8052778)","(-33.6145082, 150.7114482)"
roslyn.durgan@yahoo.com,Ruby,Larkin,2977 Jonathan Boulevard,ARDLETHAN,NSW,2665,9427 Smyth Parade,AMELUP,WA,6338,"(-32.9488889, 151.7108333)","(-36.869885, 146.1939993741425)"
trista@yahoo.com,Emily,Kelly,886 Samantha Mall,AUSTINVILLE,QLD,4213,47 Cronin Hill,ADAMS ESTATE,VIC,3984,"(-36.0737734, 146.9135265)","(-35.3074897, 148.0631466)"
elijah_gerlach@hotmail.com,Alyssa,Nader,2105 Summer Crescent,ABERFELDIE,VIC,3040,433 Hamilton Manor,AUSTINMER,NSW,2515,"(-33.6365039, 151.3290299)","(-27.5123015, 152.28868017258898)"
roselia.koepp@gmail.com,Alexis,Morgan,9858 Molly Avenue,ARBUCKLE,VIC,3858,92 Langworth Manor,ANGAS VALLEY,SA,5238,"(-13.6020675, 141.77068488792847)","(-34.7363837, 140.509663)"
candy@hotmail.com,Paige,Kulas,1768 Declan Mews,ATHOL PARK,SA,5012,3032 Williams Track,ANGLEDALE,NSW,2550,"(-37.840864499999995, 145.85528242041127)","(-35.929989500000005, 143.86459057825428)"
adrianne@gmail.com,Amelia,Champlin,9170 Cox Circle,AVON,SA,5501,59 Gibson Manor,ALLIGATOR CREEK,QLD,4816,"(-42.0083152, 146.9556532)","(-38.2441811, 143.5155992)"
elenore@hotmail.com,Daniel,Heller,467 Botsford View Rd,ALAWA,NT,810,836 Joseph Way,AMYTON,SA,5431,"(-38.2401542, 145.7771794)","(-27.4737823, 152.995744)"
elden.mclaughlin@gmail.com,Cooper,Bartoletti,792 Howell Circuit,ALBERT,NSW,2873,3393 Amy Run,AUBURN,QLD,4413,"(-35.8095072, 145.2762733)","(-35.0152371, 138.7351789)"
emmitt_nitzsche@hotmail.com,Riley,Griffiths,767 Cartwright Grove,AMITY,QLD,4183,307 Gabriel View Rd,ABINGDON DOWNS,QLD,4892,"(-38.4620894, 144.1067555)","(-43.01196, 147.20886)"
prince_kihn@yahoo.com,Jake,Walsh,2049 Collins Grove,ABINGTON,NSW,2350,939 Matilda Way,ALPHA,QLD,4724,"(-32.19139, 116.1792)","(-34.8714792, 138.7054458)"
cliff@gmail.com,Hannah,Ritchie,6193 Layla Summit,ALLEENA,NSW,2671,4262 Abby Island,ANGLERS REACH,NSW,2629,"(-36.869885, 146.1939993741425)","(-43.3609701, 147.3284644)"
melody_ryan@hotmail.com,Andrew,Hayes,38 James Crest,ANAMBAH,NSW,2320,81 Ross Avenue,AKOLELE,NSW,2546,"(-28.615750499999997, 151.93600915657788)","(-23.287394, 149.2905304575663)"
virgina@gmail.com,James,Grimes,9033 Molly Run,ATTADALE,WA,6156,599 Jenkins Crescent,AVOCA,TAS,7213,"(-17.422809, 144.6478726166868)","(-29.554151, 115.11588485488761)"
renato@yahoo.com,Lillian,O'conner,374 Hackett Street,ARKELL,NSW,2795,2400 Kiara Junction,AVISFORD,NSW,2850,"(-36.378979, 145.29540546184248)","(-38.4620894, 144.1067555)"
derrick@hotmail.com,Jackson,Wolf,8663 Lachlan Crescent,LAKE PIPERTOWN,QLD,4240,29 Mann Circle,TAHLIASIDE,NSW,2803,"(-32.8719444, 149.8094444)","(-37.3696065, 146.81919633333334)"
danita_willms@hotmail.com,Angelina,Hand,670 George Knoll,AVALON BEACH,NSW,2107,7573 Layla Square,AUSTINS FERRY,TAS,7011,"(-27.2187059, 152.8084209)","(-37.7021795, 146.3790537620286)"
bradford@hotmail.com,Lillian,Griffiths,61 Lynch Island,ALLORA,QLD,4362,1863 Abbott Mall,AYLMERTON,NSW,2575,"(-36.0737734, 146.9135265)","(-37.862047, 145.0812907)"
juana.jacobi@yahoo.com,Anthony,Heller,3949 Schroeder Grove,AVONSLEIGH,VIC,3782,86 Olivia Mews,ASHBOURNE,VIC,3442,"(-34.5625775, 150.7978168)","(-38.0044384, 140.7097527)"
mikki.stark@gmail.com,Ella,Mitchell,9215 Emma Junction,ALFREDTOWN,NSW,2650,1867 Mclaughlin Crescent,AMBANIA,WA,6632,"(-31.9127941, 115.9360896)","(-24.3466125, 149.77663219322122)"
titus.dicki@gmail.com,Eli,Mann,6211 Graham Square,AMATA,SA,872,458 Maya Boulevard,ARCADIA,QLD,4819,"(-37.3696065, 146.81919633333334)","(-37.2834165, 142.9319447)"
josefa.ziemann@hotmail.com,Elizabeth,Swift,978 Lowe Drive,ALDAVILLA,NSW,2440,48 Tyler Terrace,ALTONA,SA,5351,"(-33.7324595, 150.9125321)","(-38.3543449, 144.9537421)"
bennie_wisoky@yahoo.com,Eliza,Bailey,404 Hessel Crescent,ALLENS RIVULET,TAS,7150,429 Donnelly Trail,ARKAROOLA VILLAGE,SA,5732,"(-32.5657102, 148.7381793)","(-41.3020897, 148.3181547)"
